,date,id_coord,plume,lat,lon,city,country_co,country,company,sector,Concentrat,Max Plume,plume_comp,Emission,Duration,Total,CO2eq,Credit,Status,Contact,Site,geometry,datetime
50,20230113,id_8815,yes,32.11,-101.62,Stanton,US,United States,PowerCorp Energy Group,Hydraulic Fracturing (Fracking),,,,43.0,48.0,2.06,57.68,5768000.0,Closed,sustainability.board@unitedstates.gouv.us,8815,POINT (-101.62 32.11),2023-01-13 00:00:00
51,20230118,id_4928,yes,38.63363636363636,54.23636363636364,Gumdag,TM,Turkmenistan,TerraCoal Mining Co.,Livestock and Agriculture,,,,54.0,54.0,2.92,81.76,8176000.0,Closed,esg.office@turkmenistan.gouv.tm,4928,POINT (54.23636363636364 38.63363636363636),2023-01-18 00:00:00
52,20230206,id_9715,yes,19.12400000000001,72.886,Powai,IN,India,IronGiant Mining Ltd.,Coal Seam Fires,,,,47.0,289.0,13.58,380.24,38024000.0,Ongoing,green.regulator@india.gouv.in,9715,POINT (72.886 19.12400000000001),2023-02-06 00:00:00
53,20230320,id_8060,yes,37.260000000000005,-82.19200000000001,Grundy,US,United States,PowerCorp Energy Group,Hydraulic Fracturing (Fracking),,,,29.0,191.0,5.54,155.12,15512000.0,Closed,esg.compliance@unitedstates.gouv.us,8060,POINT (-82.19200000000001 37.260000000000005),2023-03-20 00:00:00
54,20230226,id_7820,yes,17.475,78.58,Secunderabad,IN,India,PetroTech Industries,Coal Seam Fires,,,,29.0,104.0,3.02,84.56,8456000.0,Ongoing,sustainability.board@india.gouv.in,7820,POINT (78.58 17.475),2023-02-26 00:00:00
55,20230227,id_2274,yes,28.51,77.44239999999999,Greater Noida,IN,India,TerraCoal Mining Co.,Livestock and Agriculture,,,,7.0,133.0,0.93,26.04,2604000.0,To Be Verified,esg.authority@india.gouv.in,2274,POINT (77.44239999999999 28.51),2023-02-27 00:00:00
56,20230206,id_6737,yes,19.56571428571429,-99.04142857142855,Colonia el Salado,MX,Mexico,NovaGold Resources,Coal Seam Fires,,,,76.0,183.0,13.91,389.48,38948000.0,Closed,sust.gov@mexico.gouv.mx,6737,POINT (-99.04142857142855 19.56571428571429),2023-02-06 00:00:00
57,20230211,id_7820,yes,17.475,78.58,Secunderabad,IN,India,PetroPrime Exploration,Livestock and Agriculture,,,,43.0,243.0,10.45,292.6,29260000.0,Closed,env.regulator@india.gouv.in,7820,POINT (78.58 17.475),2023-02-11 00:00:00
58,20230219,id_4928,yes,38.63363636363636,54.23636363636364,Gumdag,TM,Turkmenistan,MegaFuel Ltd.,Wastewater Treatment,,,,66.0,91.0,6.01,168.28,16828000.0,To Be Verified,eco.authority@turkmenistan.gouv.tm,4928,POINT (54.23636363636364 38.63363636363636),2023-02-19 00:00:00
59,20230220,id_6464,yes,27.0075,81.03999999999999,Dewa,IN,India,TerraCoal Mining Co.,Livestock and Agriculture,,,,74.0,166.0,12.28,343.84,34384000.0,To Be Verified,csr.division@india.gouv.in,6464,POINT (81.03999999999999 27.0075),2023-02-20 00:00:00
60,20230209,id_9857,yes,23.1375,72.495,Adalaj,IN,India,BlueSky Oil & Gas,Oil and Gas Production,,,,12.0,59.0,0.71,19.88,1988000.0,To Be Verified,sustain.dept@india.gouv.in,9857,POINT (72.495 23.1375),2023-02-09 00:00:00
61,20230326,id_7467,yes,38.74,54.24666666666667,Gumdag,TM,Turkmenistan,PetroPrime Exploration,Livestock and Agriculture,,,,74.0,8.0,0.59,16.52,1652000.0,To Be Verified,climate.regulator@turkmenistan.gouv.tm,7467,POINT (54.24666666666667 38.74),2023-03-26 00:00:00
62,20230116,id_2274,yes,28.51,77.44239999999999,Greater Noida,IN,India,EnergyLink Holdings,Coal Seam Fires,,,,34.0,222.0,7.55,211.4,21140000.0,To Be Verified,esg.compliance@india.gouv.in,2274,POINT (77.44239999999999 28.51),2023-01-16 00:00:00
63,20230219,id_3510,yes,37.57,62.0,Murgab,TM,Turkmenistan,StarDrill Energy Inc.,Wastewater Treatment,,,,48.0,142.0,6.82,190.96,19096000.0,Closed,climate.regulator@turkmenistan.gouv.tm,3510,POINT (62 37.57),2023-02-19 00:00:00
64,20230110,id_3348,yes,33.51333333333333,-87.20333333333333,Rock Creek,US,United States,CrystalPeak Oil & Gas,Landfills,,,,62.0,68.0,4.22,118.16,11816000.0,Ongoing,esg.authority@unitedstates.gouv.us,3348,POINT (-87.20333333333333 33.51333333333333),2023-01-10 00:00:00
65,20230224,id_8701,yes,31.44333333333333,74.31666666666666,Kahna,PK,Pakistan,TerraCoal Mining Co.,Livestock and Agriculture,,,,64.0,88.0,5.63,157.64,15764000.0,Ongoing,green.officer@pakistan.gouv.pk,8701,POINT (74.31666666666666 31.44333333333333),2023-02-24 00:00:00
66,20230202,id_4928,yes,38.63363636363636,54.23636363636364,Gumdag,TM,Turkmenistan,CoalRidge Exploration,Hydraulic Fracturing (Fracking),,,,8.0,105.0,0.84,23.52,2352000.0,Closed,eco.gov@turkmenistan.gouv.tm,4928,POINT (54.23636363636364 38.63363636363636),2023-02-02 00:00:00
67,20230226,id_7566,yes,23.802,90.261,Azimpur,BD,Bangladesh,TerraCoal Mining Co.,Livestock and Agriculture,,,,54.0,49.0,2.65,74.2,7420000.0,Closed,sust.gov@bangladesh.gouv.bd,7566,POINT (90.261 23.802),2023-02-26 00:00:00
68,20230111,id_8714,yes,27.89333333333333,-101.29333333333334,Nueva Rosita,MX,Mexico,StarDrill Energy Inc.,Wastewater Treatment,,,,43.0,22.0,0.95,26.6,2660000.0,To Be Verified,green.regulator@mexico.gouv.mx,8714,POINT (-101.29333333333334 27.89333333333333),2023-01-11 00:00:00
69,20230202,id_3510,yes,37.57,62.0,Murgab,TM,Turkmenistan,GoldPeak Minerals,Coal Seam Fires,,,,53.0,54.0,2.86,80.08,8008000.0,Ongoing,env.sust.office@turkmenistan.gouv.tm,3510,POINT (62 37.57),2023-02-02 00:00:00
70,20230227,id_4799,yes,36.635,61.455,Sarakhs,IR,"Iran, Islamic Republic of",ApexMining Corporation,Coal Seam Fires,,,,72.0,97.0,6.98,195.44,19544000.0,To Be Verified,"csr.division@iran,islamicrepublicof.gouv.ir",4799,POINT (61.455 36.635),2023-02-27 00:00:00
71,20230307,id_8701,yes,31.44333333333333,74.31666666666666,Kahna,PK,Pakistan,DiamondQuest Resources,Coal Seam Fires,,,,49.0,12.0,0.59,16.52,1652000.0,To Be Verified,env.sust.office@pakistan.gouv.pk,8701,POINT (74.31666666666666 31.44333333333333),2023-03-07 00:00:00
72,20230131,id_6675,yes,31.52875,74.330625,Lahore,PK,Pakistan,GlobalEnergy Resources,Coal Mining,,,,57.0,54.0,3.08,86.24,8624000.0,To Be Verified,esg.office@pakistan.gouv.pk,6675,POINT (74.330625 31.52875),2023-01-31 00:00:00
73,20230222,id_7820,yes,17.475,78.58,Secunderabad,IN,India,PetroTech Industries,Coal Seam Fires,,,,33.0,88.0,2.9,81.2,8120000.0,To Be Verified,green.regulator@india.gouv.in,7820,POINT (78.58 17.475),2023-02-22 00:00:00
74,20230223,id_2274,yes,28.51,77.44239999999999,Greater Noida,IN,India,MegaFuel Ltd.,Wastewater Treatment,,,,77.0,2.0,0.15,4.2,420000.0,To Be Verified,climate.agency@india.gouv.in,2274,POINT (77.44239999999999 28.51),2023-02-23 00:00:00
75,20230328,id_8773,yes,51.85,75.446,Ekibastuz,KZ,Kazakhstan,GoldPeak Minerals,Coal Seam Fires,,,,18.0,434.0,7.81,218.68,21868000.0,Closed,esg.office@kazakhstan.gouv.kz,8773,POINT (75.446 51.85),2023-03-28 00:00:00
76,20230115,id_3534,yes,-26.63,29.0225,eMbalenhle,ZA,South Africa,CrystalPeak Oil & Gas,Landfills,,,,49.0,28.0,1.37,38.36,3836000.0,Closed,esg.office@southafrica.gouv.za,3534,POINT (29.0225 -26.63),2023-01-15 00:00:00
77,20230209,id_2040,yes,23.75,86.55999999999999,Gobindpur,IN,India,NovaGold Resources,Coal Seam Fires,,,,62.0,20.0,1.24,34.72,3472000.0,Closed,esg.authority@india.gouv.in,2040,POINT (86.55999999999999 23.75),2023-02-09 00:00:00
78,20230120,id_7566,yes,23.802,90.261,Azimpur,BD,Bangladesh,CoalRidge Exploration,Hydraulic Fracturing (Fracking),,,,38.0,151.0,5.74,160.72,16072000.0,To Be Verified,esg.authority@bangladesh.gouv.bd,7566,POINT (90.261 23.802),2023-01-20 00:00:00
79,20230227,id_8613,yes,24.29,90.195,Sakhipur,BD,Bangladesh,NovaGold Resources,Coal Seam Fires,,,,34.0,254.0,8.64,241.92,24192000.0,Ongoing,climate.regulator@bangladesh.gouv.bd,8613,POINT (90.195 24.29),2023-02-27 00:00:00
80,20230219,id_6084,yes,26.756666666666664,80.97333333333334,Lucknow,IN,India,TitanOil & Gas Ltd.,Landfills,,,,53.0,65.0,3.44,96.32,9632000.0,To Be Verified,climate.division@india.gouv.in,6084,POINT (80.97333333333334 26.756666666666664),2023-02-19 00:00:00
81,20230113,id_1465,yes,23.83333333333333,90.46,Tungi,BD,Bangladesh,StarDrill Energy Inc.,Wastewater Treatment,,,,52.0,3.0,0.16,4.48,448000.0,Closed,env.sust.office@bangladesh.gouv.bd,1465,POINT (90.46 23.83333333333333),2023-01-13 00:00:00
82,20230327,id_6675,yes,31.52875,74.330625,Lahore,PK,Pakistan,DiamondQuest Resources,Coal Seam Fires,,,,53.0,166.0,8.8,246.4,24640000.0,Ongoing,sustain.agency@pakistan.gouv.pk,6675,POINT (74.330625 31.52875),2023-03-27 00:00:00
83,20230301,id_6084,yes,26.756666666666664,80.97333333333334,Lucknow,IN,India,SilverRock Mining Group,Landfills,,,,46.0,8.0,0.37,10.36,1036000.0,Closed,eco.authority@india.gouv.in,6084,POINT (80.97333333333334 26.756666666666664),2023-03-01 00:00:00
84,20230315,id_3348,yes,33.51333333333333,-87.20333333333333,Rock Creek,US,United States,CrystalPeak Oil & Gas,Landfills,,,,8.0,34.0,0.27,7.56,756000.0,Closed,esg.office@unitedstates.gouv.us,3348,POINT (-87.20333333333333 33.51333333333333),2023-03-15 00:00:00
85,20230126,id_6675,yes,31.52875,74.330625,Lahore,PK,Pakistan,NovaGold Resources,Coal Seam Fires,,,,51.0,3.0,0.15,4.2,420000.0,To Be Verified,climate.regulator@pakistan.gouv.pk,6675,POINT (74.330625 31.52875),2023-01-26 00:00:00
86,20230106,id_8714,yes,27.89333333333333,-101.29333333333334,Nueva Rosita,MX,Mexico,EnergyLink Holdings,Coal Seam Fires,,,,33.0,50.0,1.65,46.2,4620000.0,Closed,env.regulator@mexico.gouv.mx,8714,POINT (-101.29333333333334 27.89333333333333),2023-01-06 00:00:00
87,20230109,id_9482,yes,23.95375,90.21875,Mirzapur,BD,Bangladesh,NovaGold Resources,Coal Seam Fires,,,,47.0,138.0,6.49,181.72,18172000.0,Closed,green.dept@bangladesh.gouv.bd,9482,POINT (90.21875 23.95375),2023-01-09 00:00:00
88,20230205,id_4803,yes,21.69,39.3,Jeddah,SA,Saudi Arabia,GlobalEnergy Resources,Coal Mining,,,,14.0,252.0,3.53,98.84,9884000.0,To Be Verified,sust.gov@saudiarabia.gouv.sa,4803,POINT (39.3 21.69),2023-02-05 00:00:00
89,20230117,id_6127,yes,32.150000000000006,74.405,Eminabad,PK,Pakistan,PowerCorp Energy Group,Hydraulic Fracturing (Fracking),,,,45.0,10.0,0.45,12.6,1260000.0,Ongoing,climate.division@pakistan.gouv.pk,6127,POINT (74.405 32.150000000000006),2023-01-17 00:00:00
90,20230109,id_0471,yes,31.38,-103.41,Pecos,US,United States,CrystalPeak Oil & Gas,Landfills,,,,75.0,241.0,18.08,506.24,50624000.0,Ongoing,sustain.agency@unitedstates.gouv.us,0471,POINT (-103.41 31.38),2023-01-09 00:00:00
91,20230227,id_9907,yes,-34.55125,-58.58625,Caseros,AR,Argentina,IronGiant Mining Ltd.,Coal Seam Fires,,,,15.0,32.0,0.48,13.44,1344000.0,To Be Verified,climate.division@argentina.gouv.ar,9907,POINT (-58.58625 -34.55125),2023-02-27 00:00:00
92,20230128,id_7820,yes,17.475,78.58,Secunderabad,IN,India,GlobalEnergy Resources,Coal Mining,,,,48.0,59.0,2.83,79.24,7924000.0,Closed,sustainability.board@india.gouv.in,7820,POINT (78.58 17.475),2023-01-28 00:00:00
93,20230404,id_6516,yes,24.9075,67.023,Karachi,PK,Pakistan,PetroPrime Exploration,Livestock and Agriculture,,,,63.0,123.0,7.75,217.0,21700000.0,Ongoing,esg.compliance@pakistan.gouv.pk,6516,POINT (67.023 24.9075),2023-04-04 00:00:00
94,20230228,id_6464,yes,27.0075,81.03999999999999,Dewa,IN,India,GoldPeak Minerals,Coal Seam Fires,,,,18.0,88.0,1.58,44.24,4424000.0,Closed,csr.division@india.gouv.in,6464,POINT (81.03999999999999 27.0075),2023-02-28 00:00:00
95,20230314,id_0765,yes,15.605,46.0025,`Usaylan,YE,Yemen,BlueSky Oil & Gas,Oil and Gas Production,,,,49.0,209.0,10.24,286.72,28672000.0,Closed,env.regulator@yemen.gouv.ye,0765,POINT (46.0025 15.605),2023-03-14 00:00:00
96,20230403,id_3353,yes,22.528,88.452,Kolkata,IN,India,NovaGold Resources,Coal Seam Fires,,,,55.0,76.0,4.18,117.04,11704000.0,Ongoing,esg.compliance@india.gouv.in,3353,POINT (88.452 22.528),2023-04-03 00:00:00
97,20230115,id_6675,yes,31.52875,74.330625,Lahore,PK,Pakistan,PetroPrime Exploration,Livestock and Agriculture,,,,73.0,424.0,30.95,866.6,86660000.0,Ongoing,eco.gov@pakistan.gouv.pk,6675,POINT (74.330625 31.52875),2023-01-15 00:00:00
98,20230330,id_8060,yes,37.260000000000005,-82.19200000000001,Grundy,US,United States,DiamondQuest Resources,Coal Seam Fires,,,,63.0,31.0,1.95,54.6,5460000.0,To Be Verified,climate.regulator@unitedstates.gouv.us,8060,POINT (-82.19200000000001 37.260000000000005),2023-03-30 00:00:00
